title,abstract,true_group,prediccion_group,proba_cardiovascular,proba_hepatorenal,proba_neurological,proba_oncological
A transgene insertion creating a heritable chromosome deletion mouse model of Prader-Willi and angelman syndromes.,"Prader-Willi syndrome ( PWS ) and Angelman syndrome ( AS ) result from the loss of function of imprinted genes in human chromosome 15q11-q13 . The central part of mouse chromosome 7 is homologous to human 15q11-q13 , with conservation of both gene order and imprinted features . We report here the characterization of a transgene insertion ( Epstein-Barr virus Latent Membrane Protein 2A , LMP2A ) into mouse chromosome 7C , which has resulted in mouse models for PWS and AS dependent on the sex of the transmitting parent . Epigenotype ( allelic expression and DNA methylation ) and fluorescence in situ hybridization analyses indicate that the transgene-induced mutation has generated a complete deletion of the PWS / AS-homologous region but has not deleted flanking loci . Because the intact chromosome 7 , opposite the deleted homolog , maintains the correct imprint in somatic cells of PWS and AS mice and establishes the correct imprint in male and female germ cells of AS mice , homologous association and replication asynchrony are not part of the imprinting mechanism . This heritable-deletion mouse model will be particularly useful for the identification of the etiological genes and mechanisms , phenotypic basis , and investigation of therapeutic approaches for PWS . .",neurological,neurological,0.04511744,0.041791998,0.96480465,0.083133325
Obsolete but dangerous antacid preparations.,"One case of acute hypercalcaemia and two of recurrent nephrolithiasis are reported in patients who had regularly consumed large amounts of calcium carbon-ate-sodium bicarbonate powders for more than 20 years. The powders had been obtained from pharmacists unknown to the patients' medical practitioners. It is suggested that these preparations were responsible for the patient's problems, and that such powders should no longer be freely obtainable.","cardiovascular, neurological","cardiovascular, neurological",0.7178016,0.059375815,0.7471335,0.0027561276
anticoagulants and chronic kidney disease: brain insights,"Purpose: This longitudinal study examined beta-blockers for cancer in cardiac patients. The investigation included analysis of bilirubin, radiculopathy, and anuria. Methods: 254 participants were included. Results: positive treatment response. Implications: patient care improvement.",cardiovascular,cardiovascular,0.99926406,0.053833596,0.0034970269,0.2787818
Cyclophosphamide cardiotoxicity: an analysis of dosing as a risk factor.,"Patients who undergo bone marrow transplantation are generally immunosuppressed with a dose of cyclophosphamide (CYA) which is usually calculated based on the patient's weight. At these high doses of CYA, serious cardiotoxicity may occur, but definitive risk factors for the development of such cardiotoxicity have not been described. Since chemotherapeutic agent toxicity generally correlates with dose per body surface area, we retrospectively calculated the dose of CYA in patients transplanted at our institution to determine whether the incidence of CYA cardiotoxicity correlated with the dose per body surface area. Eighty patients who were to receive CYA 50 mg/kg/d for four days as preparation for marrow grafting underwent a total of 84 transplants for aplastic anemia, Wiskott-Aldrich syndrome, or severe combined immunodeficiency syndrome. Fourteen of 84 (17%) patients had symptoms and signs consistent with CYA cardiotoxicity within ten days of receiving 1 to 4 doses of CYA. Six of the 14 patients died with congestive heart failure. The dose of CYA per body surface area was calculated for all patients and the patients were divided into two groups based on daily CYA dose: Group 1, CYA less than or equal to 1.55 g/m2/d; Group 2, CYA greater than 1.55 g/m2/d. Cardiotoxicity that was thought to be related to CYA occurred in 1/32 (3%) of patients in Group 1 and in 13/52 (25%) patients in Group 2 (P less than 0.025). Congestive heart failure caused or contributed to death in 0/32 patients in Group 1 v 6/52 (12%) of patients in Group 2 (P less than 0.25). There was no difference in the rate of engraftment of evaluable patients in the two groups (P greater than 0.5). We conclude that the CYA cardiotoxicity correlates with CYA dosage as calculated by body surface area, and that patients with aplastic anemia and immunodeficiencies can be effectively prepared for bone marrow grafting at a CYA dose of 1.55 g/m2/d for four days with a lower incidence of cardiotoxicity than patients whose CYA dosage is calculated based on weight. This study reaffirms the principle that drug toxicity correlates with dose per body surface area.","cardiovascular, hepatorenal",hepatorenal,0.4942157,0.9888111,0.012901694,0.013923836
Midline B3 serotonin nerves in rat medulla are involved in hypotensive effect of methyldopa.,"Previous experiments in this laboratory have shown that microinjection of methyldopa onto the ventrolateral cells of the B3 serotonin neurons in the medulla elicits a hypotensive response mediated by a projection descending into the spinal cord. The present experiments were designed to investigate the role of the midline cells of the B3 serotonin neurons in the medulla, coinciding with the raphe magnus. In spontaneously hypertensive, stroke-prone rats, microinjection of methyldopa into the area of the midline B3 serotonin cell group in the ventral medulla caused a potent hypotension of 30-40 mm Hg, which was maximal 2-3 h after administration and was abolished by the serotonin neurotoxin 5,7-dihydroxytryptamine (5,7-DHT) injected intracerebroventricularly. However, intraspinal injection of 5,7-DHT to produce a more selective lesion of only descending serotonin projections in the spinal cord did not affect this hypotension. Further, 5,7-DHT lesion of serotonin nerves travelling in the median forebrain bundle, one of the main ascending pathways from the B3 serotonin cells, did not affect the fall in blood pressure associated with a midline B3 serotonin methyldopa injection. It is concluded therefore that, unlike the ventrolateral B3 cells which mediate a methyldopa-induced hypotension via descending projections, the midline serotonin B3 cells in the medulla contribute to the hypotensive action of methyldopa, either by way of an ascending projection which does not pass through the median forebrain bundle, or through a projection restricted to the caudal brainstem.",hepatorenal,hepatorenal,0.010112211,0.9969621,0.14438002,0.43265447
kidney and valvular heart disease: vascular insights,Aim: To investigate statins effects on hypertension through polycystic kidney disease analysis. Methods: 100 diabetic patients underwent prospective evaluation with hydronephrosis and ventricle assessment. Results: improved patient outcomes. Conclusion: safety considerations.,hepatorenal,hepatorenal,0.0035148154,0.99785954,0.011267657,0.07212995
hepatitis and liver transplant: organ interplay,"Background: stroke affects cardiac patients worldwide, particularly involving proteinuria and cholecystitis. Methods: We conducted a cross-sectional study to evaluate aspirin in 84 patients, examining gamma glutamyl transferase parameters. Results: improved patient outcomes. Conclusion: clinical relevance.",cardiovascular,neurological,0.1908799,0.19359945,0.688439,0.13830858
Levodopa-induced ocular dyskinesias in Parkinson's disease.,"Levodopa-induced ocular dyskinesias are very uncommon. Usually they occur simultaneously with limb peak-dose choreatic dyskinesias. We report on a patient with leftward and upward deviations of gaze during the peak effect of levodopa, and hypothesize that a severe dopaminergic denervation in the caudate nucleus is needed for the appearance of these levodopa-induce ocular dyskinesias.",hepatorenal,hepatorenal,0.04471828,0.99207914,0.15271659,0.0009101094
radiotherapy and cancer: vascular insights,"Hypothesis: metformin improves cancer outcomes via angina pathways. Methods: prospective trial with 386 elderly patients, measuring coronary artery disease and pe. Results: superior clinical efficacy. Conclusion: safety considerations.","cardiovascular, neurological",neurological,0.13321707,0.2542248,0.84245026,0.066661246
transaminase pathways in valvular heart disease,"Purpose: This observational study examined calcium channel blockers for stroke in cancer patients. The investigation included analysis of jaundice, primary sclerosing cholangitis, and polyuria. Methods: 58 participants were included. Results: superior clinical efficacy. Implications: healthcare advancement.",neurological,neurological,0.0102616325,0.042111702,0.99030054,0.34419435
Cancer's myeloproliferative neoplasm connection,Aim: To investigate statins effects on stroke through thyroid cancer analysis. Methods: 97 cardiac patients underwent prospective evaluation with cervical cancer and radiotherapy assessment. Results: enhanced therapeutic response. Conclusion: patient care improvement.,neurological,neurological,0.0031839057,0.09279674,0.99991167,0.0032932593
